G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc,Fault_Type,P_a,Q_a,PF_a,P_b,Q_b,PF_b,P_c,Q_c,PF_c
0,0,0,0,300.26692198886866,266.5667336625665,267.5009090866987,6.16494788555438,6.442216884883091,6.411520483483005,0,1550.871562456213,660.181105127046,0.3136567522446481,1749.0956544988535,660.132940104813,0.299280525115035,1682.7025921246109,689.5889136878293,0.2697134090603823
0,0,0,0,296.21599455511455,291.04815132702754,256.8720164952543,6.216357365525809,6.02704540381659,6.448621581916478,0,1564.769168054713,600.8141764465325,0.2950439356046589,1666.1467056028246,658.5804683245302,0.2953940865911623,1601.806690046032,744.4949311976311,0.271926189566573
0,0,0,0,268.7760038103104,290.0599031744013,252.4063074334935,6.085136469474867,6.534103163831436,6.579150187317706,0,1811.2364863573807,711.5044489890557,0.2793452810801028,1680.4768148628882,700.8214522869691,0.2765186872141411,1770.1850335640445,702.9166473560869,0.2813668790439649
0,0,0,0,269.228115582495,289.0507389358197,247.7954086431725,6.472825425611284,6.069827522630665,6.075619162894768,0,1802.02675240154,712.7941359221138,0.3039544653205202,1549.6434791591398,752.2237435209861,0.2935808799920688,1692.527033223366,616.9141231687336,0.2730171905422431
0,0,0,0,280.3056999856329,266.2965620384868,283.4280204748782,6.451265822235521,6.222622136838228,6.37102431801862,0,1720.1746063719647,625.0932684377105,0.3007625836198696,1744.0666541768271,717.5395488874408,0.3049436556111275,1505.7453398971445,666.5752666393528,0.2779080642592221
0,0,0,0,263.3863050004068,297.6389927430879,286.99115190733727,6.629206220947204,6.334870123805381,6.1890771355053245,0,1633.7433510283856,713.4504372971115,0.2969415195491042,1687.691466148212,695.6474304213328,0.2743373718289484,1483.0104495833448,704.6106852569359,0.2737809686635535
1,0,1,0,302.05426060327386,305.1438807982647,263.47094811553063,6.617127710671097,6.287717584812322,6.2550921407047255,1,1807.954631612332,644.3966718105327,0.2679121128026694,1817.2545504388647,761.2898803676624,0.3051208425158724,1754.031252434272,659.6196655420904,0.2734240685155767
0,0,0,0,280.75360609168763,287.5316062368493,287.99770477431935,6.605877248948292,6.643560904348033,6.452467620586986,0,1734.8885327323492,670.8468337407644,0.271765205014625,1542.481475459673,699.2440171010583,0.3062610597662283,1705.3049162765212,665.4489992657309,0.2792381112371248
0,0,0,0,294.7757313521671,281.15190264534976,296.198760217348,6.526095576564027,6.522116302743238,6.225286575352515,0,1791.997464257861,716.2547281250271,0.2912931274396265,1711.978476343442,724.8316607433338,0.3024430969296095,1598.1510841026716,629.0906988779291,0.292575757939004
0,0,0,0,251.83551504119512,254.67452071657377,275.9890079508784,6.308024233517484,6.040193354898653,6.498646520529739,0,1683.6751700301538,633.3328012891047,0.2950411215691622,1769.3672655774735,677.2092435929626,0.2711464319921082,1545.783255199765,701.5183759777024,0.2694818620682913
1,0,1,0,252.70936915928112,307.815898226854,271.4129428058437,6.349646854690006,6.343523336586113,6.061055628985758,1,1683.0042190607408,679.7607498933692,0.3014185397183568,1603.272913169651,737.8206540066816,0.2778749493590651,1483.3496356816747,748.0441486091657,0.3046490019793301
0,0,0,0,288.4804879223222,283.8338615786801,287.8398952288215,6.272169034755344,6.4691078897644045,6.362194157348164,0,1560.353778410268,616.1180194467057,0.278982285981794,1715.3803330211836,666.0264293326537,0.3098876951350375,1675.5539043390042,673.6801933487368,0.2770895301914625
0,0,0,0,269.60360311871807,255.2495017410237,274.30593105725364,6.493011431001737,6.558320297065851,6.311013467114526,0,1507.2988035359529,610.7771901195529,0.2693523579046589,1729.827698457024,693.0914329973697,0.2697786387184668,1531.8132635982374,675.6317771433497,0.2841532801398502
0,0,0,0,284.0319974438591,281.24296621564866,282.5930807350311,6.4153115791262,6.5589721462213895,6.028185827084527,0,1517.6194350120954,644.9859929751731,0.2966926283592596,1714.8804500554716,649.7239572006722,0.2685026173783401,1667.0494252003575,744.974248800251,0.2924442985668182
0,0,0,0,271.3911943029861,274.6641162795742,252.82808710236085,6.420498576509639,6.625281207880962,6.022940406835788,0,1655.4978355985047,667.6124673506012,0.3115733990671465,1796.8754889357915,654.3021451392709,0.2684461088809577,1505.9971432963164,709.7505815380892,0.268818521513695
0,0,0,0,267.54952699390964,259.60243884337206,291.4439553944154,6.5480991743374455,6.457797581568425,6.189875836831671,0,1510.2632045643395,703.1856687632494,0.2804727859638991,1704.9905354884183,749.2861954208325,0.2996013248500219,1533.2023165904093,719.0086828601959,0.3032835408680046
1,0,1,0,304.8328454838774,305.2809717965951,252.95700033876395,6.274488737131394,6.5601899639972165,6.582527428288697,1,1626.7051266171238,698.1503397048976,0.283252220256263,1638.5224825481494,731.6458728439317,0.3005126065071631,1640.654990990108,729.394432493862,0.2804776571416175
0,0,0,0,299.5594496461091,270.9096839477492,271.93357625111526,6.259666878605151,6.618233244972616,6.196947912115101,0,1506.111554552353,715.2149180039072,0.2714875001437995,1811.919897689765,706.9226884553225,0.2947699815295466,1582.77185577832,708.3143323382776,0.3007320800374886
0,0,0,0,293.7884685076592,283.8508502383583,255.1478695677435,6.513122492026096,6.296170097129788,6.493278697538182,0,1532.9455625306523,660.8383874234903,0.269897228868118,1791.009358854822,675.9167960189815,0.2706787363688119,1677.6836382475594,630.0685370229027,0.2694237371998209
0,0,0,0,288.75780617861034,257.7290107011089,299.344466822501,6.059367527768407,6.641398577856365,6.635331753165836,0,1776.9016635696323,688.8656757002876,0.2710189283405989,1620.3310940361598,678.6655354880064,0.3032390197476511,1721.987324085411,667.7452351234326,0.2693953419106659
0,0,0,0,292.9871967722914,280.65209919587016,253.74845901455785,6.36676872199777,6.023730490304102,6.422217294973002,0,1644.1353554087818,715.3435825819384,0.2724262946240683,1651.708670135111,634.8661858269558,0.2707606784813458,1719.5835641581489,696.106351954875,0.3105611172293656
0,0,0,0,270.65281457515607,253.6432435372302,301.85672542940927,6.194160036374692,6.630783658530483,6.058106990233266,0,1792.5072466468373,625.0041579056476,0.3125992760679581,1510.2614481168073,751.1910991764618,0.2898964119052388,1656.586049702961,748.9553506226083,0.2899904673327048
0,0,0,0,284.78421238926984,303.6170956297335,272.3298574214176,6.453705005153483,6.045322101597852,6.403817505236856,0,1654.258504005806,678.4545565523496,0.2947337531405075,1589.3132819545935,759.4494353682595,0.3068643450860949,1565.9618533654425,641.9819353702525,0.2872076036047714
0,0,0,0,269.4581157000065,292.20599715076327,256.22634287346625,6.382752645679364,6.356060550733059,6.587826503804014,0,1528.4476106438738,724.3463737746182,0.3136831699355465,1598.8088210198543,740.4135704559269,0.2972454188755215,1744.6567410669757,746.2847005263695,0.2994832923013279
0,0,0,0,283.89681167835505,254.44217552640555,279.93946324431766,6.278049477111236,6.254961779511207,6.252430116258978,0,1813.919226031116,710.0125322272098,0.2693153936288401,1765.362461169594,764.5860813064858,0.2722395105036451,1792.965007411656,731.5390810963578,0.30475903314905
0,0,0,0,275.8618442318168,298.6558753932321,299.208026076139,6.275882448589695,6.649681196845573,6.549049875872853,0,1593.7801581614185,602.8783426311998,0.3079549933737591,1827.221332776572,704.4137429952589,0.3011886110304479,1556.1174097767305,677.9176128010937,0.2715344519331808
0,0,0,0,302.80891303340434,273.09352025635275,275.87471826444107,6.397006420114717,6.088458294291869,6.550653409771566,0,1578.8339366154032,684.2952999573891,0.2963280798709231,1719.1619434026682,699.5196344285326,0.3013445007332279,1655.947702992426,693.0347239461128,0.3065545546178768
0,0,0,0,272.24136873211233,292.5386706974177,279.7079432849516,6.098138959304686,6.151414462766824,6.259614186858208,0,1512.1031710404577,695.3352376968736,0.2964309286796491,1541.24733322909,629.0476246248313,0.2816074977521487,1618.438446440418,740.0346833065851,0.2817991019633749
1,0,1,0,278.37669643815275,306.3357193245416,272.52104025781324,6.509346684004888,6.109684576941979,6.6315550129891445,1,1634.8936121418294,677.7306091028845,0.3078437822007423,1803.935200156852,695.5915000451166,0.2772858373723912,1636.5136429696097,661.2395880095509,0.2951581633580719
0,0,0,0,263.1728847545653,260.7639381318656,273.33577200457904,6.061329969426222,6.422418793378772,6.433827185781335,0,1545.5243066694884,612.361427863644,0.274345545332438,1556.3755476830802,675.1855879237804,0.3071696975836013,1531.5241561816115,642.5526736576218,0.2673980280054178
0,0,0,0,259.2192747017666,278.8619104803463,249.45033312473453,6.189652112800449,6.147215270540757,6.517260912221665,0,1561.594558567205,607.1557053215761,0.2728713146557266,1617.0065299821931,697.166155686374,0.2975104779798543,1680.8573756699263,627.4169183170147,0.3064104918727358
0,0,0,0,300.9668356775263,263.33254156808647,267.5630342064909,6.051971127028931,6.1491251134556055,6.304092717674733,0,1594.938939599475,702.0917910695789,0.3024637777349228,1619.0683122611258,694.5334637105465,0.2941343233076178,1720.0510072410702,621.2443244374327,0.2773100041758506
0,0,0,0,289.4451690083104,278.11054051370246,248.39297922187865,6.579958024119243,6.353857167191296,6.215215254397724,0,1673.3356166748208,665.8257731740421,0.2722364936680037,1576.517337994276,664.5368133140248,0.2828568988332963,1544.3498373867071,661.0678324125394,0.2710941892090652
0,0,0,0,299.282074626679,257.8460791276877,254.3009629062922,6.389042151250641,6.356700315064523,6.190977717671316,0,1729.236662399636,699.8384554934096,0.2906848830128383,1690.9948542717966,730.8890454538962,0.285401666763549,1594.0535356621872,704.6716151934669,0.2922242969070718
0,0,0,0,269.61049022184847,261.55272174401523,256.8174569734311,6.63775442218098,6.172309948540477,6.57886522539511,0,1704.7535390355529,626.8077420241453,0.2719823769173853,1549.3285590662654,653.0168759972607,0.278542453894872,1501.3395520446106,688.0465406649716,0.2847104246777989
0,0,0,0,304.3816608107659,298.89034468162885,277.88597684742547,6.084228384294333,6.179875018424102,6.373115077642763,0,1635.3319450171186,723.6948035356417,0.3079919943192344,1552.7213632006717,720.1884089778304,0.308694796291171,1566.813413847259,721.5938232854376,0.2742463329532533
0,0,0,0,267.81067120516366,287.2849879857856,276.5575646168182,6.282602756915419,6.199335501978119,6.044202897630496,0,1671.9776757112763,627.4935245477456,0.2725978896197867,1689.1323095024854,648.5295920208767,0.2877173567668055,1585.3743943349243,634.6274770306693,0.2684524506999824
0,0,0,0,304.8025921022898,295.6949420972656,298.3707249068989,6.2173535367921,6.3937699272017605,6.537009348859919,0,1772.899819061215,629.1118631152858,0.2993161866861915,1652.677871670849,684.406089295452,0.2815270348742121,1791.362954291007,633.2420131896636,0.299724474546624
0,0,0,0,301.93666216270407,300.28200163750506,256.31695314896785,6.128026906221539,6.105060641564962,6.526856591468014,0,1524.6952613877138,693.4806257510307,0.2942697406197661,1760.2810012341276,655.1153475208126,0.272859098126115,1693.0827796479384,687.8485331370338,0.2822945415145194
0,0,0,0,298.54217402594384,278.96877301844086,296.7246213833485,6.261719904096379,6.207408635265635,6.25432868706054,0,1775.1452092466598,653.5232818057714,0.2849562631807176,1744.4382974082166,697.0690537147059,0.276067554132871,1653.209380501684,740.3514779312633,0.2947288834419038
0,0,0,0,256.3301792201284,297.5948026395142,255.6250402242471,6.608204937604857,6.409244477784647,6.208661490059667,0,1712.0767679518742,639.7321480385573,0.273750011559412,1673.2499813205925,751.5742047371542,0.302106349485308,1556.4914268426508,718.0955174123173,0.2670543279007045
0,0,0,0,281.4802753040556,259.17897870670873,255.5284623575729,6.495931098900141,6.552615165401305,6.156475697875311,0,1795.2339404166828,640.6816606085949,0.3059056152486187,1538.2944610719298,682.3782164921005,0.3025134231184831,1711.784761885002,714.8213632415464,0.2955210999340095
0,0,0,0,288.3680176368134,304.027034221101,255.7171707725724,6.356843718150162,6.38601369146128,6.382364513103589,0,1586.5655163142856,641.159880612469,0.2757456656805205,1629.1671658347916,691.3959646681661,0.3095328602938329,1640.8635637559426,699.9523200919499,0.2663317954453397
0,0,0,0,298.26031942457934,292.71624109687053,287.7600655616973,6.603322230446477,6.113146026658461,6.6026587596055375,0,1691.1838116467782,687.5965859782124,0.3106791791558428,1687.486850224573,711.5594611328943,0.2850493154169516,1778.4290176173358,677.9580418413391,0.2707885357809727
0,0,0,0,304.51838336638883,282.12561665124696,291.4094731786227,6.544315710758546,6.391006558965978,6.014341051516852,0,1544.1162901931425,717.260500645812,0.3081989468045626,1628.552606834929,634.6513772301842,0.2808872309090282,1584.3565818247346,670.7454245629567,0.2906603173309749
0,0,0,0,300.9103838232365,265.5857857801996,270.31134986843995,6.232540087513766,6.303078994357158,6.590306189277872,0,1618.3362793725933,693.0017234773908,0.2885054092462877,1542.7384419520947,651.5984099258042,0.2885236117642076,1593.8278882117772,695.7256075103747,0.2951049152223633
0,0,0,0,250.5670042297843,276.2674040751084,250.97607602075203,6.4333158857391375,6.070593651787567,6.485969986459192,0,1561.936954215563,722.5833394127435,0.2741927809468925,1827.300255461306,696.9958483495346,0.293064018810578,1543.8442546754916,739.1987582874326,0.2750941254899153
0,0,0,0,260.4269822512468,296.55499242648216,278.0441016731576,6.036445208754486,6.303616884822621,6.109642922820036,0,1660.110173457591,670.1561428280208,0.2702814956823801,1670.2346100779769,688.4359996328789,0.2839557112489652,1534.6736154679431,734.2321993703491,0.309808842734294
0,0,0,0,270.5661332398519,261.7378580066115,259.9883303218365,6.184685963206406,6.469979531973635,6.436570290294404,0,1717.51629015996,649.5007980935684,0.2683803000027185,1714.957011030796,630.7965014034504,0.275588297178462,1481.5008514687104,630.4774209998036,0.3029594019330672
0,0,0,0,259.7527996372566,293.5610317960461,258.55457031408406,6.42648523134808,6.5584696871810735,6.196908020754563,0,1582.0192136096089,608.5766210300837,0.2786489021389575,1771.9001152186368,682.3637586499763,0.2964663843915062,1768.8469301669763,618.0014574017132,0.2694894080038651
0,0,0,0,261.3818448857075,303.140052452007,279.72867474099706,6.03010435440805,6.53424335652019,6.181035310639899,0,1563.0719935943057,672.5643384868919,0.2870535008937696,1609.5427470772834,663.1685423674494,0.2829696047022281,1679.627690007508,672.2850128277641,0.2913467437562486
0,0,0,0,274.0537448975928,301.77947981847467,248.52476338988484,6.1997009364748425,6.325239926475383,6.181423659471606,0,1819.169545452776,696.4557551895136,0.2737896695707215,1793.2858222093437,738.471231653187,0.2850999920091601,1652.5804737763033,702.9682404665531,0.2775653713958788
0,0,0,0,257.5770492325232,268.26730251474214,262.3502478941642,6.54180414128922,6.028187183271042,6.362082756431945,0,1831.172419042628,664.9758717014406,0.2752780116610808,1799.8500855371424,643.4282003877464,0.292180971054067,1688.5669176965632,729.8441831160569,0.2751541699153175
0,0,0,0,250.45048840711885,286.7170544478438,268.3447392557374,6.099955866120953,6.437721026723635,6.339770745548874,0,1802.9978242769523,711.0480569093768,0.2953513611006633,1554.2118557534927,754.4333317212921,0.284798460564949,1490.4348176959725,638.9915119507201,0.3000602082629087
0,0,0,0,254.43698204320305,272.95354896821635,283.7609427738954,6.3950932222500345,6.471926152671287,6.60421712244992,0,1584.4119599672038,646.9287789371689,0.2807952430220718,1594.6847853566055,705.9426897696891,0.2874791588229178,1715.167365837557,645.6545055634612,0.2669442632109545
0,0,0,0,264.4008997395263,271.7489632491241,274.5188994632513,6.389982428574648,6.5047741168763045,6.447017268411543,0,1519.663427728754,661.0958654538474,0.2953244736597646,1531.3499598307449,637.4905482315041,0.2992792337903286,1617.57060389646,649.9628016276969,0.3038582769163696
0,0,0,0,294.22356960035773,258.1081336152679,257.46367154944494,6.453038972121435,6.597493033611749,6.354314081482077,0,1593.3588141493465,673.515567430339,0.2842032525740555,1541.3959789894457,759.4251724066829,0.2860730701744323,1761.1800057224748,716.4904114951526,0.3032707231106422
0,0,0,0,286.41565251977903,265.39492008948594,298.1354792030489,6.45150721980851,6.642049902824437,6.125674466889674,0,1786.028671579407,628.4539058148729,0.2902597203691073,1809.7432406817688,632.5146530424648,0.2982209180737342,1661.2048739720778,741.5861364951114,0.2670737024300779
0,0,0,0,288.5607732375446,279.6171618323716,249.32369288639867,6.201525974686677,6.562488851724553,6.388717653705874,0,1811.137180617749,723.9048953951374,0.3117054982950317,1776.663615324487,671.4838217407687,0.3039932441902517,1550.4338300784118,632.7311882045691,0.2690885908296617
0,0,0,0,288.49795283675434,283.28660384872563,281.1337350679116,6.22844405456591,6.517320794755813,6.158822096434604,0,1744.4834446343475,604.066646018259,0.2820492727620465,1601.875407038027,714.23145260998,0.3066637586174535,1483.0382508504788,735.3705995942456,0.2664798052316739
0,0,0,0,298.4034368674268,272.67468018592547,295.30146968158664,6.348116627096544,6.502415687145861,6.634118337639929,0,1816.0358096759417,701.1102701024712,0.3142359266449802,1629.5260179335232,693.8859091819061,0.2945672556786197,1726.8697814192708,673.4291476164304,0.285223908890014
0,0,0,0,290.7905693842153,269.61646714456606,270.7975596092314,6.16445115772842,6.16448846089493,6.254604215789703,0,1539.3789070358064,642.3409489956252,0.2807266517898232,1509.9068425959306,629.5115183178843,0.3114254078396463,1697.819317303019,646.1082508964662,0.3099890148014013
0,0,0,0,293.4978752003515,279.23419695239267,299.0962534279723,6.0699053762436135,6.405025701014925,6.42249340654939,0,1641.9179316780944,711.7398319045237,0.3117274481843732,1551.4403152076395,765.1284540286741,0.2760422356247451,1674.2480182040251,686.4275393215787,0.2762902140123103
0,0,0,0,259.6408363369459,256.2115296585504,256.84612359544155,6.152873360617239,6.63029207772078,6.262144024721224,0,1564.7423741786463,698.5699794814763,0.2836917393030446,1789.7068174042613,756.2921476358546,0.3117616860998531,1723.580462489458,711.5326713950503,0.2726933565453555
0,0,0,0,295.1350550994792,285.56857936325616,296.1296694823999,6.155376393161169,6.074480443860747,6.616127155049824,0,1577.222866566153,666.4689497566164,0.2951404512611196,1787.6042197468582,664.0291787342251,0.2712612983160352,1757.6339379047176,727.0745122406754,0.2961814201262714
0,0,0,0,280.4236012162195,293.6258559908144,251.47364449852364,6.068370879288724,6.330588020540088,6.5500367110717805,0,1638.8703541036075,644.7314053579901,0.2794307242376327,1522.855815338505,657.7008869932828,0.2971765101392691,1637.342429601487,682.0315647259566,0.2932376380446316
0,0,0,0,295.6262872281643,302.35072029964465,286.2169067804136,6.23346627241793,6.5215658480041006,6.541055293921965,0,1728.8740051348725,670.2740133934244,0.2797737162718215,1714.800070620272,745.5393569685335,0.3057893686049187,1703.6618455157022,709.3581170033121,0.2944652764027147
0,0,0,0,291.6308278282403,299.3819122717472,292.2400145320895,6.1137038595484094,6.098155864468283,6.537967865128099,0,1796.6045888002393,710.7772669881198,0.2685623427284128,1607.3159968333798,730.61995341516,0.2727235631350608,1641.3811568903518,617.0954685011599,0.2789310698725779
0,0,0,0,284.09178250822123,283.31437814509394,300.20962058539794,6.634381226967799,6.510431685657123,6.227739869225959,0,1713.4475336995235,629.794997429698,0.2970767022344799,1531.4770745222645,733.0611058788274,0.290531275882042,1682.405021610733,743.851064712331,0.2702859140896966
0,0,0,0,301.8749256113678,256.74600181056456,295.18385262076026,6.448727904501968,6.385240195838838,6.627414349916074,0,1525.1429347658016,635.2410946817571,0.3005736473129583,1610.8942905019387,713.5381264146846,0.2673407271824256,1792.6252425912458,718.8768225352128,0.2715778736834534
0,0,0,0,291.9387726379793,296.2671689797021,270.7100831622075,6.028873026380092,6.449284627912432,6.297038681255332,0,1509.8797736238796,638.2375940168447,0.2902228597609133,1644.1433558015258,665.1475924263548,0.3118654266073808,1528.6737069356798,725.060629986718,0.2979823456111961
1,0,1,0,262.097128902032,306.4112103793031,282.37912924396704,6.065455554253916,6.11220798402268,6.262999783142897,1,1729.703097304921,682.0208694880132,0.2800675200312988,1639.633040348187,758.5025550843129,0.2848432384321425,1564.924087127196,750.9649311563231,0.2846606315291931
0,0,0,0,299.4803877882656,273.67609420185835,295.02373848972064,6.158866666436939,6.5639553667884405,6.502824956509558,0,1573.6459613477243,599.5385165548918,0.2979094241498062,1653.2209609685765,761.9271358587815,0.273882594134906,1727.7379017163914,731.9039256918705,0.3011373073090128
0,0,0,0,284.60775225697626,297.73601625007416,270.93674327770844,6.096385382675398,6.321497735659929,6.138298036561439,0,1513.3530793338557,717.2612899330153,0.2962583956629861,1534.9102138185533,644.464137913919,0.2972844554423158,1636.1781378278863,625.0136434251948,0.2927486935130229
0,0,0,0,264.7745138142367,257.0324810525581,285.4815712489406,6.518148959521327,6.265114019143483,6.555678250493385,0,1606.1189268331018,655.6516057658083,0.2677312417900002,1655.457827110451,710.6266631338475,0.2788498086835954,1730.6647561460547,621.6463227055534,0.2879950838123626
0,0,0,0,255.6657235057771,287.7085943451359,275.73998050946784,6.166519654140662,6.461425115144993,6.067010163328867,0,1831.9271421657188,614.2733452575281,0.2907059097685647,1681.9554001576985,628.3824503376942,0.2804783892258188,1589.97083302462,620.7677673116722,0.269164735925046
0,0,0,0,271.8771802947127,264.2111123964816,249.0257639453185,6.097316417994176,6.122610068996314,6.603826385178082,0,1691.9877003837896,686.6457872130538,0.3049309961963266,1530.6749991791096,715.6999181109113,0.2982630639995869,1492.0754938305038,690.345037563458,0.2987028186696087
0,0,0,0,298.1962057503827,257.4635225647705,282.656739610033,6.465312746301184,6.583245284616254,6.344507075787154,0,1770.179851714618,640.3334653763657,0.3056023374464813,1677.9475781736976,740.901636671034,0.2863684957154565,1714.845290704441,627.3992464793049,0.2683108284682912
0,0,0,0,263.55917155224336,271.8980354414265,277.8090783358593,6.114298591618045,6.131878918363968,6.466506501255124,0,1793.5704902932928,624.4243718086088,0.3131953801452053,1758.4297894696742,718.8040240227411,0.2885155595300069,1549.9244181451818,752.6569737969783,0.3111523929799101
0,0,0,0,285.946082105982,267.44521410617705,270.67227703903654,6.13961638058913,6.309528370962145,6.230310744583867,0,1729.6125939234043,604.9719565502161,0.268628598812337,1784.5497770345492,728.3432838430979,0.2999586651921591,1596.6615593228462,751.4677559588883,0.2673624489510081
0,0,0,0,297.9775886647184,302.0580316233637,297.4274070527892,6.379599960118153,6.586972504515611,6.144712819959006,0,1648.941132672095,691.3817090903824,0.290129773921508,1636.1047196895504,665.5936316111377,0.2929219953781693,1679.240139870995,702.7055934190298,0.2998296784334892
1,0,1,0,257.1446378782655,307.5653562197274,295.1406095745954,6.466412886144469,6.131156323689974,6.293190259260586,1,1806.0074442383293,619.1938304445358,0.2783835011034941,1779.933249458413,695.6140119617563,0.2767704142820686,1643.7902643867667,665.4136991388651,0.2932630807230596
0,0,0,0,258.9188454059205,271.24001747695087,260.261759795766,6.260856791069831,6.506395999959839,6.057917271775485,0,1826.167495205003,629.5740111923274,0.2981484670664552,1539.4197202888506,762.1539247791543,0.2864373505367543,1530.6843778489613,687.397804967364,0.281271932149139
0,0,0,0,295.8596044738025,262.34998244947207,273.3725487253714,6.286053184727449,6.122696602059718,6.545584176698728,0,1585.5355452362237,677.0767446175079,0.300507879109482,1508.1045113221917,729.6297839752162,0.2962660518927005,1739.1279338683214,696.3782559517625,0.3061618428253794
1,0,1,0,261.2683039812414,305.6097279828741,264.6638318221557,6.084152880686373,6.041457051176181,6.3323780422418405,1,1592.5589784571102,602.9724663924098,0.2922279765785819,1536.5064288680876,690.0295082029572,0.3089053508203059,1488.667028891931,636.5348212533465,0.3117069545939552
0,0,0,0,303.4233900261293,278.522443084698,248.93714867546987,6.016436909131862,6.343077276819812,6.206261908440073,0,1820.2908988702045,679.9843676120373,0.3081056809199523,1658.4189873907665,719.940531917959,0.2717356787225954,1706.0249582815693,643.8624080268123,0.2970336428346056
0,0,0,0,303.68951679987566,262.9181801641357,274.61141053147645,6.072747275080386,6.4551938680638745,6.402371376654524,0,1727.066327648539,654.1339581840242,0.3081162406272327,1774.5247545330362,758.6416561130713,0.2971760077239554,1759.8554685123306,694.3591574852281,0.2669069670801301
0,0,0,0,301.5262715745475,275.1004311231724,249.9394122421837,6.449766642867957,6.428978869019919,6.629746280291566,0,1728.3722503414697,623.9561296812215,0.2982497832548031,1531.3482236311438,718.6838490527778,0.3119725623660672,1608.4190040854808,735.4602359822837,0.3021380932614634
0,0,0,0,281.32074280997983,290.4876495138143,292.2327162928713,6.480733580471904,6.528164991950239,6.087475886057413,0,1795.8182180547435,648.8929613726971,0.28260294690104,1749.3168900231612,738.1867582046643,0.2855852991332452,1653.516266456927,617.0095794512918,0.2806901794641609
0,0,0,0,270.18594441606,266.31314741021555,284.0105206565933,6.264079390334826,6.252927824674694,6.403411101147963,0,1734.7006910624602,646.831194688953,0.2883392376399856,1571.4641815994953,637.2199736260474,0.2934413941702485,1626.9671676372436,668.2281051661835,0.3059305148157733
0,0,0,0,278.65942071076284,275.37915792348446,291.9662762949117,6.316622544902067,6.383974764879055,6.465823920174602,0,1511.0545609732687,640.5713200616308,0.2851095567590864,1673.297004463198,711.725279819653,0.3009965366401716,1788.2479272180813,618.7177334065357,0.2746555319626074
0,0,0,0,250.2598908187865,256.3478308994772,261.4007283181343,6.4231485445655805,6.60833702449647,6.191671874903466,0,1802.3340252407809,627.6354412322587,0.3108930121204791,1612.8022890131977,641.1527753944569,0.28793879832992,1575.7655533033044,726.1857603974094,0.290743039145569
